GAME_TIME_LOW, 9822
GAME_TIME_HIGH, 10434
GAME_TIME_LOW, 10276
GAME_TIME_HIGH, 11215
TICK,0,207
TICK,1,243
TICK,2,62
TICK,3,19
TICK,4,12
TICK,5,7
TICK,6,2
TICK,7,10
GAME_TIME_LOW, 9897
GAME_TIME_HIGH, 10804
TICK,0,202
TICK,1,232
TICK,2,58
TICK,3,18
TICK,4,7
TICK,5,12
TICK,6,3
TICK,7,9
GAME_TIME_LOW, 10102
GAME_TIME_HIGH, 11023
TICK,0,210
TICK,1,224
TICK,2,67
TICK,3,30
TICK,4,6
TICK,5,4
TICK,6,2
TICK,7,10
GAME_TIME_LOW, 10315
GAME_TIME_HIGH, 11253
TICK,0,202
TICK,1,245
TICK,2,59
TICK,3,30
TICK,4,7
TICK,5,9
TICK,6,1
TICK,7,10
GAME_TIME_LOW, 10282
GAME_TIME_HIGH, 11227
TICK,0,208
TICK,1,240
TICK,2,64
TICK,3,19
TICK,4,10
TICK,5,9
TICK,6,2
TICK,7,10
GAME_TIME_LOW, 10089
GAME_TIME_HIGH, 11007
TICK,0,205
TICK,1,241
TICK,2,56
TICK,3,19
TICK,4,7
TICK,5,12
TICK,6,3
TICK,7,9
GAME_TIME_LOW, 9713
GAME_TIME_HIGH, 10583
TICK,0,204
TICK,1,217
TICK,2,57
TICK,3,25
TICK,4,6
TICK,5,9
TICK,6,5
TICK,7,8
GAME_TIME_LOW, 9948
GAME_TIME_HIGH, 10826
TICK,0,208
TICK,1,224
TICK,2,56
TICK,3,26
TICK,4,8
TICK,5,10
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9948
GAME_TIME_HIGH, 10826
TICK,0,208
TICK,1,225
TICK,2,55
TICK,3,25
TICK,4,9
TICK,5,10
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 10332
GAME_TIME_HIGH, 11236
TICK,0,212
TICK,1,233
TICK,2,61
TICK,3,23
TICK,4,11
TICK,5,12
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 10305
GAME_TIME_HIGH, 11203
TICK,0,211
TICK,1,234
TICK,2,61
TICK,3,23
TICK,4,10
TICK,5,13
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9735
GAME_TIME_HIGH, 10593
TICK,0,208
TICK,1,211
TICK,2,58
TICK,3,20
TICK,4,14
TICK,5,10
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10334
GAME_TIME_HIGH, 11241
TICK,0,213
TICK,1,233
TICK,2,60
TICK,3,21
TICK,4,12
TICK,5,13
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9906
GAME_TIME_HIGH, 10803
TICK,0,213
TICK,1,215
TICK,2,53
TICK,3,28
TICK,4,13
TICK,5,6
TICK,6,4
TICK,7,9
GAME_TIME_LOW, 10326
GAME_TIME_HIGH, 11230
TICK,0,213
TICK,1,232
TICK,2,62
TICK,3,23
TICK,4,10
TICK,5,12
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9876
GAME_TIME_HIGH, 10783
TICK,0,202
TICK,1,229
TICK,2,56
TICK,3,24
TICK,4,10
TICK,5,9
TICK,6,0
TICK,7,10
GAME_TIME_LOW, 10307
GAME_TIME_HIGH, 11249
TICK,0,213
TICK,1,238
TICK,2,64
TICK,3,14
TICK,4,14
TICK,5,10
TICK,6,1
TICK,7,10
GAME_TIME_LOW, 9928
GAME_TIME_HIGH, 10810
TICK,0,201
TICK,1,228
TICK,2,64
TICK,3,14
TICK,4,11
TICK,5,12
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9479
GAME_TIME_HIGH, 10323
TICK,0,196
TICK,1,215
TICK,2,57
TICK,3,18
TICK,4,11
TICK,5,10
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9911
GAME_TIME_HIGH, 10790
TICK,0,212
TICK,1,218
TICK,2,63
TICK,3,22
TICK,4,7
TICK,5,8
TICK,6,5
TICK,7,8
GAME_TIME_LOW, 10271
GAME_TIME_HIGH, 11191
TICK,0,214
TICK,1,239
TICK,2,59
TICK,3,21
TICK,4,9
TICK,5,9
TICK,6,3
TICK,7,9
GAME_TIME_LOW, 10269
GAME_TIME_HIGH, 11192
TICK,0,213
TICK,1,241
TICK,2,60
TICK,3,19
TICK,4,8
TICK,5,10
TICK,6,3
TICK,7,9
GAME_TIME_LOW, 9899
GAME_TIME_HIGH, 10815
TICK,0,205
TICK,1,225
TICK,2,61
TICK,3,18
TICK,4,12
TICK,5,9
TICK,6,1
TICK,7,10
GAME_TIME_LOW, 9515
GAME_TIME_HIGH, 10372
TICK,0,192
TICK,1,213
TICK,2,62
TICK,3,23
TICK,4,11
TICK,5,8
TICK,6,1
TICK,7,9
GAME_TIME_LOW, 10289
GAME_TIME_HIGH, 11210
TICK,0,212
TICK,1,243
TICK,2,59
TICK,3,20
TICK,4,9
TICK,5,9
TICK,6,3
TICK,7,9
GAME_TIME_LOW, 10260
GAME_TIME_HIGH, 11153
TICK,0,221
TICK,1,217
TICK,2,74
TICK,3,18
TICK,4,11
TICK,5,9
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9511
GAME_TIME_HIGH, 10301
TICK,0,185
TICK,1,223
TICK,2,57
TICK,3,29
TICK,4,10
TICK,5,8
TICK,6,1
TICK,7,7
GAME_TIME_LOW, 9912
GAME_TIME_HIGH, 10791
TICK,0,193
TICK,1,226
TICK,2,69
TICK,3,14
TICK,4,13
TICK,5,12
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9866
GAME_TIME_HIGH, 10740
TICK,0,218
TICK,1,201
TICK,2,71
TICK,3,18
TICK,4,10
TICK,5,10
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 10499
GAME_TIME_HIGH, 11440
TICK,0,215
TICK,1,244
TICK,2,62
TICK,3,24
TICK,4,13
TICK,5,6
TICK,6,1
TICK,7,10
GAME_TIME_LOW, 10501
GAME_TIME_HIGH, 11442
TICK,0,215
TICK,1,242
TICK,2,64
TICK,3,25
TICK,4,12
TICK,5,6
TICK,6,1
TICK,7,10
GAME_TIME_LOW, 9558
GAME_TIME_HIGH, 10373
TICK,0,181
TICK,1,229
TICK,2,60
TICK,3,25
TICK,4,12
TICK,5,7
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 10682
GAME_TIME_HIGH, 11631
TICK,0,214
TICK,1,253
TICK,2,62
TICK,3,28
TICK,4,10
TICK,5,8
TICK,6,0
TICK,7,10
GAME_TIME_LOW, 9911
GAME_TIME_HIGH, 10752
TICK,0,213
TICK,1,216
TICK,2,60
TICK,3,19
TICK,4,13
TICK,5,12
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 10695
GAME_TIME_HIGH, 11631
TICK,0,226
TICK,1,231
TICK,2,69
TICK,3,27
TICK,4,13
TICK,5,7
TICK,6,3
TICK,7,9
GAME_TIME_LOW, 9947
GAME_TIME_HIGH, 10790
TICK,0,212
TICK,1,221
TICK,2,57
TICK,3,20
TICK,4,13
TICK,5,12
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9945
GAME_TIME_HIGH, 10791
TICK,0,213
TICK,1,217
TICK,2,63
TICK,3,18
TICK,4,11
TICK,5,13
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9891
GAME_TIME_HIGH, 10729
TICK,0,224
TICK,1,201
TICK,2,61
TICK,3,27
TICK,4,9
TICK,5,11
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 10280
GAME_TIME_HIGH, 11212
TICK,0,201
TICK,1,249
TICK,2,60
TICK,3,23
TICK,4,9
TICK,5,10
TICK,6,0
TICK,7,10
GAME_TIME_LOW, 9927
GAME_TIME_HIGH, 10766
TICK,0,215
TICK,1,213
TICK,2,59
TICK,3,25
TICK,4,11
TICK,5,11
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 10297
GAME_TIME_HIGH, 11225
TICK,0,207
TICK,1,229
TICK,2,71
TICK,3,28
TICK,4,10
TICK,5,6
TICK,6,1
TICK,7,10
GAME_TIME_LOW, 9942
GAME_TIME_HIGH, 10789
TICK,0,199
TICK,1,224
TICK,2,68
TICK,3,29
TICK,4,9
TICK,5,5
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9938
GAME_TIME_HIGH, 10782
TICK,0,202
TICK,1,220
TICK,2,68
TICK,3,30
TICK,4,10
TICK,5,4
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9940
GAME_TIME_HIGH, 10784
TICK,0,202
TICK,1,219
TICK,2,69
TICK,3,30
TICK,4,10
TICK,5,4
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9911
GAME_TIME_HIGH, 10750
TICK,0,223
TICK,1,209
TICK,2,53
TICK,3,25
TICK,4,13
TICK,5,11
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9942
GAME_TIME_HIGH, 10786
TICK,0,199
TICK,1,225
TICK,2,66
TICK,3,29
TICK,4,11
TICK,5,4
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9917
GAME_TIME_HIGH, 10756
TICK,0,218
TICK,1,217
TICK,2,50
TICK,3,24
TICK,4,14
TICK,5,11
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9958
GAME_TIME_HIGH, 10795
TICK,0,197
TICK,1,224
TICK,2,64
TICK,3,32
TICK,4,12
TICK,5,7
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9954
GAME_TIME_HIGH, 10795
TICK,0,196
TICK,1,235
TICK,2,59
TICK,3,28
TICK,4,11
TICK,5,8
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9946
GAME_TIME_HIGH, 10784
TICK,0,198
TICK,1,233
TICK,2,60
TICK,3,27
TICK,4,12
TICK,5,7
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9943
GAME_TIME_HIGH, 10771
TICK,0,207
TICK,1,220
TICK,2,65
TICK,3,24
TICK,4,12
TICK,5,7
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 10309
GAME_TIME_HIGH, 11241
TICK,0,201
TICK,1,245
TICK,2,63
TICK,3,27
TICK,4,9
TICK,5,7
TICK,6,1
TICK,7,10
GAME_TIME_LOW, 10269
GAME_TIME_HIGH, 11194
TICK,0,214
TICK,1,227
TICK,2,68
TICK,3,25
TICK,4,12
TICK,5,5
TICK,6,1
TICK,7,10
GAME_TIME_LOW, 9929
GAME_TIME_HIGH, 10772
TICK,0,215
TICK,1,220
TICK,2,54
TICK,3,26
TICK,4,8
TICK,5,12
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9921
GAME_TIME_HIGH, 10761
TICK,0,217
TICK,1,217
TICK,2,57
TICK,3,24
TICK,4,9
TICK,5,11
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 10642
GAME_TIME_HIGH, 11562
TICK,0,233
TICK,1,217
TICK,2,79
TICK,3,23
TICK,4,8
TICK,5,11
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 10656
GAME_TIME_HIGH, 11580
TICK,0,232
TICK,1,222
TICK,2,77
TICK,3,22
TICK,4,7
TICK,5,12
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9924
GAME_TIME_HIGH, 10778
TICK,0,210
TICK,1,223
TICK,2,59
TICK,3,29
TICK,4,7
TICK,5,7
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 10676
GAME_TIME_HIGH, 11601
TICK,0,233
TICK,1,233
TICK,2,60
TICK,3,21
TICK,4,14
TICK,5,12
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9918
GAME_TIME_HIGH, 10753
TICK,0,218
TICK,1,211
TICK,2,55
TICK,3,31
TICK,4,11
TICK,5,7
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 9914
GAME_TIME_HIGH, 10760
TICK,0,207
TICK,1,223
TICK,2,63
TICK,3,22
TICK,4,11
TICK,5,10
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9929
GAME_TIME_HIGH, 10778
TICK,0,196
TICK,1,240
TICK,2,63
TICK,3,21
TICK,4,8
TICK,5,8
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 9920
GAME_TIME_HIGH, 10754
TICK,0,200
TICK,1,233
TICK,2,55
TICK,3,29
TICK,4,13
TICK,5,6
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 10304
GAME_TIME_HIGH, 11191
TICK,0,220
TICK,1,227
TICK,2,70
TICK,3,21
TICK,4,7
TICK,5,11
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 10300
GAME_TIME_HIGH, 11187
TICK,0,223
TICK,1,224
TICK,2,69
TICK,3,22
TICK,4,7
TICK,5,11
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 10683
GAME_TIME_HIGH, 11640
TICK,0,219
TICK,1,246
TICK,2,68
TICK,3,20
TICK,4,13
TICK,5,8
TICK,6,1
TICK,7,10
GAME_TIME_LOW, 9753
GAME_TIME_HIGH, 10587
TICK,0,182
TICK,1,242
TICK,2,57
TICK,3,26
TICK,4,10
TICK,5,7
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 10689
GAME_TIME_HIGH, 11625
TICK,0,222
TICK,1,242
TICK,2,58
TICK,3,35
TICK,4,9
TICK,5,7
TICK,6,3
TICK,7,9
GAME_TIME_LOW, 9937
GAME_TIME_HIGH, 10785
TICK,0,205
TICK,1,219
TICK,2,65
TICK,3,28
TICK,4,10
TICK,5,8
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 9938
GAME_TIME_HIGH, 10787
TICK,0,196
TICK,1,226
TICK,2,66
TICK,3,30
TICK,4,9
TICK,5,6
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 10283
GAME_TIME_HIGH, 11156
TICK,0,225
TICK,1,224
TICK,2,67
TICK,3,21
TICK,4,11
TICK,5,9
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 10691
GAME_TIME_HIGH, 11645
TICK,0,229
TICK,1,234
TICK,2,65
TICK,3,22
TICK,4,10
TICK,5,13
TICK,6,3
TICK,7,9
GAME_TIME_LOW, 10311
GAME_TIME_HIGH, 11176
TICK,0,222
TICK,1,234
TICK,2,57
TICK,3,23
TICK,4,9
TICK,5,12
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 10314
GAME_TIME_HIGH, 11187
TICK,0,220
TICK,1,232
TICK,2,61
TICK,3,26
TICK,4,12
TICK,5,6
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 10312
GAME_TIME_HIGH, 11188
TICK,0,220
TICK,1,234
TICK,2,59
TICK,3,26
TICK,4,11
TICK,5,7
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9896
GAME_TIME_HIGH, 10747
TICK,0,195
TICK,1,235
TICK,2,63
TICK,3,23
TICK,4,9
TICK,5,7
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 10303
GAME_TIME_HIGH, 11177
TICK,0,224
TICK,1,226
TICK,2,67
TICK,3,21
TICK,4,11
TICK,5,9
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 10332
GAME_TIME_HIGH, 11201
TICK,0,203
TICK,1,248
TICK,2,65
TICK,3,26
TICK,4,7
TICK,5,10
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9912
GAME_TIME_HIGH, 10764
TICK,0,194
TICK,1,238
TICK,2,63
TICK,3,22
TICK,4,9
TICK,5,7
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9902
GAME_TIME_HIGH, 10741
TICK,0,209
TICK,1,216
TICK,2,63
TICK,3,27
TICK,4,12
TICK,5,8
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9906
GAME_TIME_HIGH, 10742
TICK,0,205
TICK,1,219
TICK,2,65
TICK,3,27
TICK,4,12
TICK,5,7
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9913
GAME_TIME_HIGH, 10748
TICK,0,214
TICK,1,203
TICK,2,74
TICK,3,23
TICK,4,9
TICK,5,10
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9927
GAME_TIME_HIGH, 10769
TICK,0,212
TICK,1,217
TICK,2,59
TICK,3,26
TICK,4,8
TICK,5,12
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9565
GAME_TIME_HIGH, 10392
TICK,0,184
TICK,1,231
TICK,2,59
TICK,3,22
TICK,4,10
TICK,5,8
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 9561
GAME_TIME_HIGH, 10366
TICK,0,188
TICK,1,218
TICK,2,64
TICK,3,23
TICK,4,12
TICK,5,7
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9924
GAME_TIME_HIGH, 10789
TICK,0,216
TICK,1,207
TICK,2,72
TICK,3,19
TICK,4,9
TICK,5,11
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9928
GAME_TIME_HIGH, 10789
TICK,0,202
TICK,1,219
TICK,2,74
TICK,3,20
TICK,4,8
TICK,5,10
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 11055
GAME_TIME_HIGH, 12021
TICK,0,234
TICK,1,246
TICK,2,68
TICK,3,27
TICK,4,9
TICK,5,10
TICK,6,3
TICK,7,9
GAME_TIME_LOW, 10304
GAME_TIME_HIGH, 11190
TICK,0,219
TICK,1,223
TICK,2,72
TICK,3,21
TICK,4,9
TICK,5,11
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 10683
GAME_TIME_HIGH, 11571
TICK,0,236
TICK,1,232
TICK,2,60
TICK,3,22
TICK,4,14
TICK,5,13
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9881
GAME_TIME_HIGH, 10719
TICK,0,209
TICK,1,222
TICK,2,66
TICK,3,19
TICK,4,6
TICK,5,11
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9895
GAME_TIME_HIGH, 10733
TICK,0,208
TICK,1,217
TICK,2,71
TICK,3,21
TICK,4,5
TICK,5,11
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9938
GAME_TIME_HIGH, 10784
TICK,0,205
TICK,1,219
TICK,2,68
TICK,3,20
TICK,4,14
TICK,5,10
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9919
GAME_TIME_HIGH, 10769
TICK,0,194
TICK,1,239
TICK,2,60
TICK,3,20
TICK,4,12
TICK,5,9
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 9908
GAME_TIME_HIGH, 10757
TICK,0,200
TICK,1,236
TICK,2,60
TICK,3,21
TICK,4,8
TICK,5,11
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9935
GAME_TIME_HIGH, 10786
TICK,0,198
TICK,1,235
TICK,2,60
TICK,3,20
TICK,4,13
TICK,5,9
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 9931
GAME_TIME_HIGH, 10782
TICK,0,198
TICK,1,236
TICK,2,59
TICK,3,21
TICK,4,12
TICK,5,9
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 9938
GAME_TIME_HIGH, 10797
TICK,0,200
TICK,1,224
TICK,2,72
TICK,3,23
TICK,4,6
TICK,5,9
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9580
GAME_TIME_HIGH, 10391
TICK,0,194
TICK,1,212
TICK,2,63
TICK,3,24
TICK,4,13
TICK,5,6
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 9914
GAME_TIME_HIGH, 10751
TICK,0,203
TICK,1,230
TICK,2,58
TICK,3,24
TICK,4,14
TICK,5,7
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9939
GAME_TIME_HIGH, 10754
TICK,0,202
TICK,1,229
TICK,2,58
TICK,3,27
TICK,4,13
TICK,5,8
TICK,6,1
TICK,7,7
GAME_TIME_LOW, 9918
GAME_TIME_HIGH, 10755
TICK,0,202
TICK,1,230
TICK,2,58
TICK,3,26
TICK,4,13
TICK,5,7
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 10303
GAME_TIME_HIGH, 11171
TICK,0,195
TICK,1,252
TICK,2,64
TICK,3,28
TICK,4,8
TICK,5,8
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 10306
GAME_TIME_HIGH, 11188
TICK,0,207
TICK,1,235
TICK,2,68
TICK,3,27
TICK,4,7
TICK,5,10
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9912
GAME_TIME_HIGH, 10756
TICK,0,214
TICK,1,215
TICK,2,63
TICK,3,25
TICK,4,6
TICK,5,10
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 9922
GAME_TIME_HIGH, 10775
TICK,0,204
TICK,1,227
TICK,2,62
TICK,3,24
TICK,4,10
TICK,5,7
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9946
GAME_TIME_HIGH, 10794
TICK,0,205
TICK,1,221
TICK,2,67
TICK,3,26
TICK,4,11
TICK,5,5
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9912
GAME_TIME_HIGH, 10756
TICK,0,215
TICK,1,213
TICK,2,64
TICK,3,25
TICK,4,6
TICK,5,10
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 9896
GAME_TIME_HIGH, 10732
TICK,0,208
TICK,1,216
TICK,2,67
TICK,3,25
TICK,4,12
TICK,5,7
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9939
GAME_TIME_HIGH, 10787
TICK,0,192
TICK,1,238
TICK,2,64
TICK,3,24
TICK,4,9
TICK,5,8
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 9941
GAME_TIME_HIGH, 10786
TICK,0,191
TICK,1,238
TICK,2,66
TICK,3,22
TICK,4,11
TICK,5,7
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 9518
GAME_TIME_HIGH, 10338
TICK,0,203
TICK,1,200
TICK,2,65
TICK,3,24
TICK,4,12
TICK,5,9
TICK,6,0
TICK,7,8
GAME_TIME_LOW, 9549
GAME_TIME_HIGH, 10376
TICK,0,194
TICK,1,219
TICK,2,60
TICK,3,24
TICK,4,9
TICK,5,8
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 9933
GAME_TIME_HIGH, 10772
TICK,0,210
TICK,1,216
TICK,2,62
TICK,3,27
TICK,4,8
TICK,5,11
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9949
GAME_TIME_HIGH, 10795
TICK,0,206
TICK,1,218
TICK,2,68
TICK,3,26
TICK,4,11
TICK,5,7
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 9925
GAME_TIME_HIGH, 10764
TICK,0,220
TICK,1,208
TICK,2,56
TICK,3,27
TICK,4,12
TICK,5,11
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9933
GAME_TIME_HIGH, 10775
TICK,0,218
TICK,1,210
TICK,2,55
TICK,3,28
TICK,4,11
TICK,5,12
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9925
GAME_TIME_HIGH, 10767
TICK,0,219
TICK,1,209
TICK,2,57
TICK,3,27
TICK,4,10
TICK,5,12
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9918
GAME_TIME_HIGH, 10770
TICK,0,213
TICK,1,213
TICK,2,62
TICK,3,25
TICK,4,6
TICK,5,13
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 10307
GAME_TIME_HIGH, 11181
TICK,0,205
TICK,1,242
TICK,2,62
TICK,3,22
TICK,4,14
TICK,5,10
TICK,6,1
TICK,7,8
GAME_TIME_LOW, 9936
GAME_TIME_HIGH, 10791
TICK,0,205
TICK,1,219
TICK,2,65
TICK,3,20
TICK,4,16
TICK,5,8
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9944
GAME_TIME_HIGH, 10796
TICK,0,198
TICK,1,225
TICK,2,65
TICK,3,25
TICK,4,13
TICK,5,7
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9875
GAME_TIME_HIGH, 10756
TICK,0,197
TICK,1,234
TICK,2,58
TICK,3,21
TICK,4,11
TICK,5,9
TICK,6,1
TICK,7,9
GAME_TIME_LOW, 9677
GAME_TIME_HIGH, 10541
TICK,0,204
TICK,1,206
TICK,2,68
TICK,3,22
TICK,4,12
TICK,5,7
TICK,6,1
TICK,7,9
GAME_TIME_LOW, 10126
GAME_TIME_HIGH, 11029
TICK,0,212
TICK,1,218
TICK,2,76
TICK,3,19
TICK,4,9
TICK,5,9
TICK,6,2
TICK,7,9
GAME_TIME_LOW, 9883
GAME_TIME_HIGH, 10770
TICK,0,201
TICK,1,225
TICK,2,62
TICK,3,22
TICK,4,9
TICK,5,11
TICK,6,1
TICK,7,9
GAME_TIME_LOW, 9730
GAME_TIME_HIGH, 10582
TICK,0,198
TICK,1,216
TICK,2,64
TICK,3,21
TICK,4,11
TICK,5,11
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9726
GAME_TIME_HIGH, 10584
TICK,0,201
TICK,1,216
TICK,2,61
TICK,3,19
TICK,4,11
TICK,5,13
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9717
GAME_TIME_HIGH, 10583
TICK,0,201
TICK,1,209
TICK,2,70
TICK,3,25
TICK,4,9
TICK,5,7
TICK,6,1
TICK,7,9
GAME_TIME_LOW, 9894
GAME_TIME_HIGH, 10820
TICK,0,197
TICK,1,236
TICK,2,56
TICK,3,22
TICK,4,7
TICK,5,10
TICK,6,2
TICK,7,10
GAME_TIME_LOW, 10290
GAME_TIME_HIGH, 11231
TICK,0,218
TICK,1,221
TICK,2,63
TICK,3,26
TICK,4,6
TICK,5,14
TICK,6,4
TICK,7,9
GAME_TIME_LOW, 10271
GAME_TIME_HIGH, 11210
TICK,0,210
TICK,1,223
TICK,2,72
TICK,3,27
TICK,4,10
TICK,5,5
TICK,6,3
TICK,7,10
GAME_TIME_LOW, 9690
GAME_TIME_HIGH, 10592
TICK,0,212
TICK,1,196
TICK,2,66
TICK,3,21
TICK,4,8
TICK,5,12
TICK,6,4
TICK,7,9
GAME_TIME_LOW, 10346
GAME_TIME_HIGH, 11271
TICK,0,211
TICK,1,224
TICK,2,68
TICK,3,25
TICK,4,14
TICK,5,8
TICK,6,4
TICK,7,9
GAME_TIME_LOW, 10264
GAME_TIME_HIGH, 11210
TICK,0,203
TICK,1,244
TICK,2,59
TICK,3,23
TICK,4,9
TICK,5,10
TICK,6,2
TICK,7,10
GAME_TIME_LOW, 9899
GAME_TIME_HIGH, 10791
TICK,0,198
TICK,1,214
TICK,2,70
TICK,3,23
TICK,4,13
TICK,5,8
TICK,6,3
TICK,7,9
GAME_TIME_LOW, 9508
GAME_TIME_HIGH, 10411
TICK,0,193
TICK,1,206
TICK,2,69
TICK,3,19
TICK,4,8
TICK,5,10
TICK,6,2
TICK,7,10
GAME_TIME_LOW, 9332
GAME_TIME_HIGH, 10196
TICK,0,186
TICK,1,200
TICK,2,59
TICK,3,25
TICK,4,15
TICK,5,7
TICK,6,4
TICK,7,9
GAME_TIME_LOW, 9555
GAME_TIME_HIGH, 10449
TICK,0,181
TICK,1,228
TICK,2,59
TICK,3,17
TICK,4,14
TICK,5,9
TICK,6,1
TICK,7,10
GAME_TIME_LOW, 8980
GAME_TIME_HIGH, 9773
TICK,0,192
TICK,1,186
TICK,2,63
TICK,3,19
TICK,4,8
TICK,5,11
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 9516
GAME_TIME_HIGH, 10394
TICK,0,184
TICK,1,218
TICK,2,58
TICK,3,27
TICK,4,13
TICK,5,7
TICK,6,0
TICK,7,10
GAME_TIME_LOW, 9506
GAME_TIME_HIGH, 10403
TICK,0,195
TICK,1,205
TICK,2,63
TICK,3,25
TICK,4,9
TICK,5,8
TICK,6,2
TICK,7,10
GAME_TIME_LOW, 9526
GAME_TIME_HIGH, 10424
TICK,0,195
TICK,1,205
TICK,2,64
TICK,3,25
TICK,4,9
TICK,5,8
TICK,6,2
TICK,7,10
GAME_TIME_LOW, 8980
GAME_TIME_HIGH, 9776
TICK,0,194
TICK,1,184
TICK,2,62
TICK,3,20
TICK,4,7
TICK,5,12
TICK,6,4
